ID,envir_labo,envir_clinique,envir_terrain,envir_bibarchives,envir_modele,envir_theoredac,terme_corpus,terme_ressources,terme_valeurs,terme_sources,terme_materiaux,terme_mesures,terme_stat,terme_jeuxdo,terme_basedo,terme_pipeline,terme_brutes,terme_nettoyees,terme_negatives,plus_tech,plus_expe,plus_autom,plus_dorares,plus_dostandards,plus_theo,plus_workflow,plus_modeli,plus_support,reprofam,quali_tracabilite,quali_replicabilite,quali_reproductibilite,quali_explicabilite,quali_rechouv,quali_openschol,quali_transparence,temps_collecte,temps_numeriser,temps_corpus,temps_nettoyer,temps_structurer,temps_analyser,temps_modeliser,temps_visu,temps_qualifier,temps_archiver,temps_qualite,temps_disporech,temps_com,temps_formation,source_terrain,source_instru,source_bddOA,source_bddabo,source_bddcoll,source_article,source_web,source_archive,produit_fichierordi,produit_fichierhteperf,produit_norme,produit_script,produit_logiciel,produit_notesnum,produit_notespap,partagerestreint,partagecontrole,partageligne,partagelicence,oblig_comedit,oblig_comethique,oblig_financeur,oblig_partenaire,oblig_non,oblig_nonapp,dispo_amov,dispo_envoi,dispo_mail,dispo_servsecu,dispo_datapaper,dispo_supplem,dispo_site,dispo_cloudnoninst,dispo_cloudinst,dispo_entrepgal,dispo_entrepdiscip,dispo_git,dispo_nsp,dispo_nonapp,limite_habitude,limite_valo,limite_doute,limite_temps,limite_mesusage,reutilisable,reutilise,mettredispo_cahiers,mettredispo_logiciels,mettredispo_doc,mettredispo_metado,mettredispo_protocole,mettredispo_blog,conserv_ordiperso,conserv_ordiprof,conserv_externe,conserv_servint,conserv_servinst,conserv_servautre,conserv_servinfrastr,conserv_servprive,conserv_web,conserv_archivage,conserv_nonappl,tailleequipe,wavec_perman,wavec_nonperman,wavec_IT,wavec_SI,wavec_bib,wavec_jur,wavec_valo,wavec_scouv,wavec_manag,wavec_com,wavec_intnat,sysOS,log_tab,log_tabsci,log_bdd,log_visu,log_stat,log_image,log_datasci,log_prog,log_entrep,log_nonapp,outil_moi,outil_equipe,outil_parten,outil_employeur,outil_reso,outil_liste,outil_formation,outil_colloque,outil_informel,outil_veille,outil_nonapp,forma_equipe,forma_parten,forma_atelier,forma_informel,forma_mooc,forma_presentiel,forma_continue,forma_tuto,forma_papier,forma_nonapp,collab_cahier,collab_bdd,collab_dosspartage,collab_redacpartage,collab_codepartage,collab_wiki,collab_gestionproj,collab_seul,connsoutien,bénésoutien,oksoutien,soutien_fi,soutien_rh,soutien_infrastr,soutien_tech,soutien_forma,soutien_jur,soutien_ethique,soutien_nonapp,aide_amont,aide_constitution,aide_traitement,aide_stockage,aide_misedispo,aide_valo,aide_publi,aide_nonappl,aidequi_speetab,aidequi_sepecentres,aidequi_labo,aidequi_liste,aidequi_platef,aidequi_formation,aidequi_JE,aidequi_nonappl,anciennete,structure,fct_perma,fct_nonperma,fct_IT,fct_bib,fct_autre,statut,disc_dt,disc_inf,disc_lsh,disc_math,disc_pluri,disc_vie,disc_inge,disc_terre,disc_matiere,disc_pour_ponde,poids,specialite,sexe
651,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Assez,Non,Non,Oui,Non,Oui,Non,Non,moins,moins,NA,NA,NA,NA,NA,moins,NA,NA,NA,NA,moins,NA,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Jamais,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,oui,non,non,non,non,Je ne sais pas,Parfois,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,NA,NA,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Plus de dix ans,autre,Oui,Non,Non,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,autre,Un homme
924,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Assez,Non,Non,Oui,Non,Oui,Non,Non,NA,NA,NA,NA,NA,moins,moins,moins,NA,NA,moins,NA,NA,NA,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,non,oui,non,Non,Parfois,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,MacOS,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Parfois,insatisfait,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Plus de dix ans,Université,Oui,Non,Non,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,autre,Un homme
285,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Assez,Oui,Non,Oui,Non,Non,Non,Oui,moins,NA,NA,NA,NA,moins,moins,moins,NA,NA,moins,NA,moins,moins,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Souvent,NA,NA,NA,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,oui,non,oui,oui,non,Je ne sais pas,Parfois,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,MacOS,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,NA,NA,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Plus de dix ans,Université,Oui,Non,Non,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,autre,Un homme
1128,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Assez,Oui,Oui,Non,Oui,Non,Non,Oui,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Toujours,Souvent,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,oui,oui,non,oui,non,Oui,Parfois,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,LinuxUnix,Oui,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Parfois,insatisfait,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Plus de dix ans,CNRS,Non,Non,Oui,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,autre,Un homme
1085,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Assez,Oui,Non,Oui,Non,Non,Non,Non,moins,moins,moins,moins,NA,moins,moins,moins,NA,NA,NA,NA,NA,NA,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Souvent,Parfois,Jamais,Jamais,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,oui,non,oui,oui,Non,Parfois,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,6a10,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Parfois,nini,Oui,Non,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Plus de dix ans,NA,Non,Non,Oui,Non,Oui,CDI,Non,Non,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,NA,Un homme
886,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Tout à fait,Oui,Non,Oui,Non,Non,Non,Oui,plus,moins,moins,moins,NA,moins,NA,moins,NA,NA,NA,NA,NA,NA,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Souvent,Parfois,Jamais,Parfois,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,non,non,oui,non,non,Oui,Souvent,Non,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,6a10,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,LinuxUnix,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Jamais,NA,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Plus de dix ans,autre,Oui,Non,Non,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,NA,Un homme
985,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non,Tout à fait,Oui,Non,Oui,Non,Oui,Non,Oui,plus,moins,moins,plus,plus,plus,plus,plus,moins,plus,plus,plus,plus,moins,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Non,Oui,Oui,Parfois,Parfois,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,oui,oui,non,non,non,Je ne sais pas,Parfois,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,6a10,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,NA,NA,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Moins de cinq ans,NA,Non,Oui,Non,Non,Non,doct,Non,Non,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,NA,Une femme
719,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Peu,Oui,Oui,Oui,Oui,Oui,Non,Oui,moins,NA,NA,moins,NA,moins,NA,moins,NA,moins,moins,NA,moins,NA,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,NA,NA,Toujours,Toujours,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,oui,non,oui,non,non,Non,Souvent,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,NA,NA,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Plus de dix ans,autre,Oui,Non,Non,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,physique ,Un homme
955,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Tout à fait,Oui,Non,Non,Non,Non,Non,Non,moins,NA,NA,moins,moins,plus,plus,moins,plus,moins,moins,NA,moins,NA,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Parfois,Jamais,Jamais,Jamais,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,oui,non,non,oui,oui,Oui,Parfois,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,2a5,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Windows,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,NA,NA,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Plus de dix ans,Université,Oui,Non,Oui,Non,Non,fonct,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,autre,Un homme
885,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Tout à fait,Oui,Non,Oui,Oui,Oui,Non,Oui,moins,NA,NA,moins,moins,moins,moins,moins,moins,moins,moins,NA,NA,NA,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,oui,non,non,non,non,Non applicable,Parfois,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Jamais,NA,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Cinq à dix ans,organisme,Oui,Non,Non,Non,Non,fonct,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,autre,Un homme
820,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Assez,Non,Non,Oui,Oui,Non,Non,Oui,moins,NA,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Souvent,Parfois,NA,NA,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,oui,oui,oui,non,oui,Je ne sais pas,Parfois,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Parfois,NA,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Moins de cinq ans,autre,Non,Non,Oui,Non,Non,CDD,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,autre,Un homme
891,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Assez,Non,Oui,Oui,Oui,Oui,Non,Non,NA,NA,moins,NA,NA,moins,NA,moins,NA,moins,NA,NA,moins,NA,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Souvent,Non applicable,Non applicable,Non applicable,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,non,oui,non,non,non,Oui,Parfois,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,6a10,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,LinuxUnix,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non applicable,NA,NA,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Moins de cinq ans,autre,Non,Non,Oui,Non,Non,CDD,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,autre,Un homme
743,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Peu,Oui,Non,Oui,Non,Non,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Toujours,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,oui,non,oui,oui,non,Je ne sais pas,Parfois,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,2a5,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,LinuxUnix,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Parfois,plutotsat,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Plus de dix ans,Université,Non,Non,Non,Non,Oui,fonct,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,ST,1.4,NA,Un homme
942,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Tout à fait,Non,Oui,Oui,Oui,Non,Non,Non,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,NA,NA,NA,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,oui,oui,non,Non,Parfois,Non,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,MacOS,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Parfois,plutotsat,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Plus de dix ans,CNRS,Oui,Non,Non,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,ST,1.4,autre,Un homme
1050,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Tout à fait,Oui,Oui,Oui,Non,Non,Non,Oui,moins,NA,NA,NA,NA,moins,NA,moins,moins,moins,moins,NA,NA,moins,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Souvent,Jamais,Jamais,Jamais,Non,Non,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,non,non,non,non,non,Oui,Jamais,Non,Oui,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,6a10,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,NA,NA,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Cinq à dix ans,CNRS,Non,Oui,Non,Non,Non,CDD,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,ST,1.4,autre,Un homme
1123,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Assez,Non,Oui,Oui,Non,Non,Non,Non,moins,moins,NA,moins,NA,moins,moins,moins,NA,moins,NA,NA,NA,NA,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Parfois,Jamais,Jamais,Jamais,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,oui,oui,non,Je ne sais pas,Parfois,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Oui,Toujours,tressat,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Plus de dix ans,école,Oui,Non,Non,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,ST,1.4,autre,Un homme
890,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Assez,Non,Oui,Oui,Oui,Non,Non,Oui,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Souvent,Parfois,Jamais,Jamais,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,oui,oui,oui,non,non,Je ne sais pas,Parfois,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,6a10,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Windows,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,NA,NA,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Plus de dix ans,CNRS,Non,Non,Oui,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,ST,1.4,physique ,Un homme
