"ID","classes_opendata","classes_travail","terme_corpus","terme_ressources","terme_valeurs","terme_sources","terme_materiaux","terme_mesures","terme_stat","terme_jeuxdo","terme_basedo","terme_pipeline","terme_brutes","terme_nettoyees","terme_negatives","reprofam","quali_tracabilite","quali_replicabilite","quali_reproductibilite","quali_explicabilite","quali_rechouv","quali_openschol","quali_transparence","partagerestreint","partagecontrole","partageligne","partagelicence","oblig_comedit","oblig_comethique","oblig_financeur","oblig_partenaire","oblig_non","oblig_nonapp","dispo_amov","dispo_envoi","dispo_mail","dispo_servsecu","dispo_datapaper","dispo_supplem","dispo_site","dispo_cloudnoninst","dispo_cloudinst","dispo_entrepgal","dispo_entrepdiscip","dispo_git","dispo_nsp","dispo_nonapp","limite_habitude","limite_valo","limite_doute","limite_temps","limite_mesusage","reutilisable","reutilise","mettredispo_cahiers","mettredispo_logiciels","mettredispo_doc","mettredispo_metado","mettredispo_protocole","mettredispo_blog","conserv_ordiperso","conserv_ordiprof","conserv_externe","conserv_servint","conserv_servinst","conserv_servautre","conserv_servinfrastr","conserv_servprive","conserv_web","conserv_archivage","conserv_nonappl","collab_cahier","collab_bdd","collab_dosspartage","collab_redacpartage","collab_codepartage","collab_wiki","collab_gestionproj","collab_seul","connsoutien","bénésoutien","oksoutien","soutien_fi","soutien_rh","soutien_infrastr","soutien_tech","soutien_forma","soutien_jur","soutien_ethique","soutien_nonapp","aide_amont","aide_constitution","aide_traitement","aide_stockage","aide_misedispo","aide_valo","aide_publi","aide_nonappl","aidequi_speetab","aidequi_sepecentres","aidequi_labo","aidequi_liste","aidequi_platef","aidequi_formation","aidequi_JE","aidequi_nonappl","anciennete","structure","fct_perma","fct_nonperma","fct_IT","fct_bib","fct_autre","statut","disc_dt","disc_inf","disc_lsh","disc_math","disc_pluri","disc_vie","disc_inge","disc_terre","disc_matiere","specialite","sexe","envir_labo","envir_clinique","envir_terrain","envir_bibarchives","envir_modele","envir_theoredac","plus_tech","plus_expe","plus_autom","plus_dorares","plus_dostandards","plus_theo","plus_workflow","plus_modeli","plus_support","temps_collecte","temps_numeriser","temps_corpus","temps_nettoyer","temps_structurer","temps_analyser","temps_modeliser","temps_visu","temps_qualifier","temps_archiver","temps_qualite","temps_disporech","temps_com","temps_formation","source_terrain","source_instru","source_bddOA","source_bddabo","source_bddcoll","source_article","source_web","source_archive","produit_fichierordi","produit_fichierhteperf","produit_norme","produit_script","produit_logiciel","produit_notesnum","produit_notespap","tailleequipe","wavec_perman","wavec_nonperman","wavec_IT","wavec_SI","wavec_bib","wavec_jur","wavec_valo","wavec_scouv","wavec_manag","wavec_com","wavec_intnat","sysOS","log_tab","log_tabsci","log_bdd","log_visu","log_stat","log_image","log_datasci","log_prog","log_entrep","log_nonapp","outil_moi","outil_equipe","outil_parten","outil_employeur","outil_reso","outil_liste","outil_formation","outil_colloque","outil_informel","outil_veille","outil_nonapp","forma_equipe","forma_parten","forma_atelier","forma_informel","forma_mooc","forma_presentiel","forma_continue","forma_tuto","forma_papier","forma_nonapp"
1097,1,1,"Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Pas du tout","Non","Non","Non","Oui","Non","Non","Non","Jamais","Jamais","Jamais","Jamais","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","non","non","non","non","non","Non applicable","Non applicable","Oui","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Moins de cinq ans","NA","Non","Oui","Non","Non","Non","CDD","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Une femme","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","plus","moins","plus","NA","plus","plus","NA","NA","NA","NA","plus","NA","NA","plus","Non","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui"
1166,1,1,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Peu","Oui","Non","Oui","Non","Oui","Non","Oui","NA","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","oui","non","non","Non applicable","Non applicable","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Parfois","insatisfait","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Moins de cinq ans","Université","Non","Non","Oui","Oui","Oui","fonct","Non","Non","Non","Non","Oui","Non","Non","Non","Non","NA","Une femme","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","moins","moins","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui"
1183,2,1,"Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Pas du tout","Non","Non","Non","Oui","Oui","Non","Non","Toujours","Jamais","Parfois","Jamais","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","oui","oui","non","non","non","Je ne sais pas","Parfois","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non applicable","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Moins de cinq ans","NA","Non","Oui","Non","Non","Oui","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Une femme","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","plus","moins","plus","NA","moins","moins","NA","NA","NA","moins","NA","moins","moins","NA","Non","Non","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non"
417,4,1,"Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Tout à fait","Non","Oui","Oui","Oui","Non","Non","Non","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","non","non","non","non","oui","Oui","Parfois","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Jamais","NA","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Plus de dix ans","autre","Oui","Non","Non","Non","Non","CDI","Non","Non","Oui","Non","Non","Non","Non","Non","Non","psychologie","Un homme","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Non","Oui","Non","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Oui","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non"
513,3,1,"Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Peu","Non","Oui","Oui","Oui","Non","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","oui","oui","oui","Oui","Jamais","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","NA","NA","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Plus de dix ans","autre","Non","Non","Oui","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","psychologie","Une femme","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","plus","moins","moins","plus","plus","plus","NA","NA","moins","moins","plus","NA","moins","moins","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non"
976,2,1,"Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Oui","Non","Assez","Non","Oui","Oui","Oui","Non","Non","Non","Toujours","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","oui","oui","non","oui","Non","Jamais","Non","Oui","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Parfois","insatisfait","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Moins de cinq ans","Université","Non","Oui","Non","Non","Non","CDD","Non","Non","Oui","Non","Non","Non","Non","Non","Non","psychologie","Une femme","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","moins","NA","moins","moins","moins","plus","moins","moins","moins","NA","NA","NA","moins","NA","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non"
72,3,1,"Oui","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Oui","Non","Tout à fait","Oui","Oui","Non","Non","Oui","Non","Oui","Souvent","Parfois","Jamais","Non applicable","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","oui","oui","non","non","non","Oui","Parfois","Non","Oui","Oui","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Parfois","tressat","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Plus de dix ans","CNRS","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non"
73,2,1,"Oui","Non","Non","Oui","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Tout à fait","Non","Non","Non","Oui","Non","Non","Non","Souvent","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","non","non","oui","oui","Non","Parfois","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","NA","NA","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Plus de dix ans","CNRS","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","NA","NA","moins","moins","moins","NA","moins","moins","moins","moins","moins","NA","moins","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non"
110,3,1,"Oui","Non","Non","Oui","Oui","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Assez","Oui","Oui","Non","Oui","Non","Non","Oui","Souvent","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","non","oui","non","oui","non","Oui","Parfois","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","NA","Non","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Cinq à dix ans","école","Non","Oui","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Non","plus","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non"
113,4,1,"Non","Non","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Assez","Non","Non","Non","Oui","Oui","Non","Oui","Non applicable","Non applicable","Non applicable","Non applicable","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","non","non","oui","non","Oui","Parfois","Non","Non","Oui","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","NA","NA","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Moins de cinq ans","autre","Non","Oui","Non","Non","Non","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","moins","NA","moins","moins","moins","moins","moins","moins","moins","NA","NA","NA","NA","NA","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non"
209,2,1,"Oui","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Peu","Non","Non","Oui","Non","Non","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","oui","non","oui","oui","non","Non","Parfois","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Parfois","plutotsat","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Plus de dix ans","NA","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","plus","NA","moins","NA","NA","moins","NA","NA","NA","NA","NA","NA","NA","NA","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non"
239,2,1,"Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Peu","Non","Non","Non","Oui","Non","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","oui","non","oui","Je ne sais pas","Toujours","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Jamais","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Moins de cinq ans","organisme","Non","Oui","Non","Non","Non","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","NA","NA","NA","moins","NA","plus","moins","moins","moins","NA","moins","NA","NA","NA","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non"
240,2,1,"Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Tout à fait","Oui","Non","Oui","Oui","Non","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","oui","non","oui","non","Non","Souvent","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Parfois","plutotsat","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Plus de dix ans","autre","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","NA","NA","moins","moins","moins","NA","moins","moins","moins","moins","NA","moins","moins","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non"
253,3,1,"Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Oui","Non","Assez","Oui","Oui","Oui","Oui","Oui","Non","Oui","Jamais","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","non","non","non","Je ne sais pas","Souvent","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","NA","NA","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Moins de cinq ans","NA","Non","Oui","Non","Non","Non","CDD","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","plus","moins","moins","moins","moins","plus","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non"
266,2,1,"Oui","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Tout à fait","Non","Oui","Non","Non","Non","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","oui","oui","non","non","non","Oui","Souvent","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Parfois","plutotsat","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Moins de cinq ans","école","Non","Oui","Non","Non","Non","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Autre","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non"
275,3,1,"Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Peu","Non","Oui","Non","Oui","Non","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","oui","non","non","non","Je ne sais pas","Parfois","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Parfois","nini","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Moins de cinq ans","NA","Non","Oui","Non","Non","Non","autre","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non"
335,1,1,"Oui","Oui","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Assez","Oui","Oui","Non","Oui","Oui","Non","Oui","Jamais","Jamais","Jamais","Jamais","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","non","non","non","non","non","Non applicable","Parfois","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non applicable","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Cinq à dix ans","Université","Non","Oui","Non","Non","Non","CDD","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","plus","NA","moins","moins","moins","moins","NA","NA","NA","moins","moins","NA","NA","moins","Oui","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui"
